feature,role,rho_worst,two_sided,emission_norm,conc10,cos_uniform,cos_streammean,pole_pos,pole_neg
5518,u+,0.4394812285900116,0.6477101445198059,26.18328285217285,0.005626274272799492,0.04126429557800293,0.07395155727863312, myself, themselves
5627,u0,0.13152474164962769,0.7434369325637817,18.37415885925293,0.005106740165501833,0.02396831102669239,0.26727473735809326, trave,soType
